id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户169,70,2,1,1,0,0,19.10828025,0,0,80.89171975,0,1,1,200,0,0,0,2100,100,100,240,2,3,0,3140,17564.01505,7849.122942
调查户170,72,3,1,1,1,0,6.789036963,0,0,93.21096304,0,1,0,0,1.2,0,0,3000,0,15400,420,2,1,0,13256.66667,17564.01505,7849.122942
调查户171,40,4,1,0,0,98.98423323,6.716787255,0,0.035351512,-5.736371992,1,0,0,250,2,0,0,2000,0,226,220,2,5,1,10607.75,17564.01505,7849.122942
调查户172,68,3,0,1,1,0,88.18565401,0,0,11.81434599,0,1,0,70,3,0,1,22000,9000,360,220,2,1,1,7110,17564.01505,7849.122942
调查户173,54,2,0,0,0,45.67252797,6.165791277,0,0,48.16168075,1,1,0,100,0,1,0,0,0,15360,180,2,3,0,21895,17564.01505,7849.122942
调查户174,60,1,0,1,1,26.20937547,4.493035795,0,0,69.29758874,1,1,0,100,0,1,0,1200,400,7444,80,2,1,0,13354,17564.01505,7849.122942
调查户175,41,4,1,0,0,98.64364982,2.959309494,0,0,-1.602959309,1,0,0,300,0,1,0,1500,500,160,210,2,5,0,20275,17564.01505,7849.122942
调查户176,46,4,1,0,1,309.4059406,14.85148515,22.27722772,0,-246.5346535,1,0,0,840,0,1,0,14000,4000,160,280,2,1,0,4040,17564.01505,7849.122942
调查户177,49,3,1,0,1,64.19515327,5.970149254,32.09757663,0,-2.262879153,1,0,0,150,0,0,0,400,0,165,400,2,1,0,10385,17564.01505,7849.122942
调查户178,50,1,0,0,0,0,1.175755913,0,0,98.82424409,0,1,1,100,0,0,0,6110,910,15150,0,2,5,0,51031,17564.01505,7849.122942
调查户179,72,5,0,1,0,0,7.275555962,0,0,92.72444404,0,1,0,400,0.7,1,0,600,390,348,275,2,3,1,8741.6,17564.01505,7849.122942
调查户180,54,2,0,0,1,11.00651702,8.573497466,0,0,80.41998552,1,1,0,0,3.2,0,1,4700,1440,235,200,2,1,0,17262.5,17564.01505,7849.122942
调查户181,71,2,0,1,1,0,18.05555556,0,0,81.94444444,0,0,0,680,0,1,0,80,0,10200,370,2,1,1,7200,17564.01505,7849.122942
调查户182,51,2,1,0,0,21.61110811,4.146631369,0,0,74.24226052,1,1,0,180,0.6,0,0,1000,0,103,280,2,,1,18509,17564.01505,7849.122942
调查户183,42,2,1,0,0,4.84496124,1.937984496,0,0,93.21705426,1,1,0,25,0,1,0,800,0,15200,300,2,5,0,30960,17564.01505,7849.122942
调查户184,53,2,0,0,0,22.26179875,47.38794895,0,0,30.3502523,1,1,0,250,0.3,0,0,500,0,150,210,2,5,1,6738,17564.01505,7849.122942
调查户185,24,3,0,0,1,0,15.06276151,0,0,84.93723849,0,1,0,150,0,0,0,15000,11000,1900,180,3,1,1,3983.333333,17564.01505,7849.122942
调查户186,69,2,0,1,0,20.47082907,39.09928352,0,0,40.42988741,1,0,0,0,1.8,0,0,1500,0,345,160,2,3,0,7327.5,17564.01505,7849.122942
调查户187,46,1,0,1,1,0,35.88957055,0,0,64.11042945,0,1,0,0,0.5,0,0,500,0,153,130,4,1,0,8802,17564.01505,7849.122942
调查户188,59,1,0,0,0,0,3.931075149,0,0,96.06892485,0,1,0,250,1.1,0,0,200,0,1133,180,2,5,1,15263,17564.01505,7849.122942
调查户189,42,2,0,0,0,92.80489136,7.569967609,0,0,-0.374858973,1,0,0,0,1.2,0,0,0,0,174,260,2,5,0,27477,17564.01505,7849.122942
调查户190,63,2,0,1,1,90.13168019,8.276726242,0,0,1.591593572,1,0,0,0,0.6,0,0,800,0,124,220,2,1,0,22744.5,17564.01505,7849.122942
调查户191,48,1,0,0,0,0,1.482213439,0,0.494071146,98.02371542,0,1,0,0,0,1,0,400,100,210,280,2,5,0,40480,17564.01505,7849.122942
调查户192,58,3,0,1,0,21.99183161,68.30034559,0,0,9.707822809,1,0,0,0,5,0,0,1500,600,1060,300,2,5,0,10610,17564.01505,7849.122942
调查户193,69,2,0,1,1,0,3.575259206,0,0.002979383,96.42176141,0,1,0,300,0,1,0,550,0,1003,120,2,1,0,16782,17564.01505,7849.122942
调查户194,79,5,1,1,0,27.64244497,22.10704537,0,0.003455306,50.24705435,1,1,0,0,4,0,0,1000,0,1812,250,2,5,0,5788.2,17564.01505,7849.122942
调查户195,64,1,0,1,0,0,95.52845528,0,0,4.471544715,0,0,0,150,0,0,0,0,0,360,180,2,3,0,4920,17564.01505,7849.122942
调查户196,57,2,0,0,1,37.07067524,20.20660723,0,0.001235689,42.72148184,1,1,0,0,2,0,0,550,0,143,170,2,1,0,40463.25,17564.01505,7849.122942
调查户197,50,2,0,0,1,56.44827456,8.015654988,0,0.003763218,35.53230723,1,1,0,0,2,0,0,1000,0,202,250,2,1,0,13286.5,17564.01505,7849.122942
调查户198,49,2,0,0,0,40.67355406,5.016405,0,0.027115703,54.28292524,1,1,0,0,2,0,0,950,450,15718,200,3,5,0,36879,17564.01505,7849.122942
调查户199,49,3,0,0,0,56.57516577,5.865713187,0,0.00678902,37.55233203,1,1,0,0,1.1,0,0,1000,0,1594,180,3,5,1,14729.66667,17564.01505,7849.122942
调查户200,48,4,0,1,0,19.11875295,4.970875766,0,0.001274584,75.9090967,1,1,0,0,2,0,0,3600,1600,188,240,3,5,0,19614.25,17564.01505,7849.122942
调查户201,51,2,1,0,0,0,2.955665025,49.26108374,0,47.78325123,0,0,0,514,0,1,0,50,0,20180,200,2,5,0,20300,17564.01505,7849.122942
调查户202,60,1,0,0,1,50.23547881,13.09262166,0,0,36.67189953,1,1,0,0,5.5,0,1,600,200,180,200,2,1,0,15925,17564.01505,7849.122942
调查户203,54,5,1,0,0,76.37863435,8.108865013,0,12.72977239,2.782728245,1,0,0,857,0.4,0,0,50,0,2343,273,2,5,0,7855.6,17564.01505,7849.122942
调查户204,49,1,0,0,0,101.1378003,8.027812895,0,0,-9.165613148,1,0,0,107,0.6,0,0,100,50,100,250,2,4,1,9492,17564.01505,7849.122942
调查户205,50,1,0,0,0,78.59781498,1.5719563,0,0,19.83022872,1,1,0,140,0,1,0,0,0,349,240,2,5,1,38169,17564.01505,7849.122942
调查户206,51,3,1,0,0,0,15.19165727,0,0,84.80834273,0,1,0,50,3,0,1,600,200,650,150,2,5,1,11826.66667,17564.01505,7849.122942
调查户207,51,2,0,0,1,0,2.91921084,0,0.002432676,97.07835648,0,1,0,300,0,1,0,13000,5000,266,244,2,1,1,20553.5,17564.01505,7849.122942
调查户208,40,3,1,1,1,89.25383792,3.516601214,3.570153517,0,3.659407355,1,1,0,300,0.2,0,0,62000,15000,1800,300,2,1,1,18673.33333,17564.01505,7849.122942
调查户209,56,3,1,0,1,66.53548323,5.110491372,0,0,28.3540254,1,1,0,300,2,0,0,2000,1800,479,360,2,1,0,23546.33333,17564.01505,7849.122942
调查户210,63,2,0,1,1,63.44971204,2.44037354,0,0.097614942,34.01229948,1,1,0,250,1.1,0,0,800,0,1016,80,2,1,0,30733,17564.01505,7849.122942
调查户211,34,1,1,0,1,72.74138015,2.325299452,0,0,24.9333204,0,1,0,0,1,0,0,100,0,963,300,2,1,0,41242,17564.01505,7849.122942
调查户212,44,4,0,1,0,60.0060006,7.250725073,30.0030003,0,2.740274027,1,0,0,300,0.9,0,0,300,0,696,180,2,5,0,9999,17564.01505,7849.122942
调查户213,51,2,0,0,1,0,15.92670895,0,0,84.07329105,0,0,0,0,1,1,0,3000,1800,600,240,1,1,1,14190,17564.01505,7849.122942
调查户214,45,1,0,0,1,0,1.970184541,0,0,98.02981546,0,1,0,0,0,0,0,200,0,264,299,2,1,0,30454,17564.01505,7849.122942
调查户215,54,3,1,0,0,26.6844563,20.3802535,0,0.03335557,52.90193462,1,1,0,0,5,0,1,200,0,420,99,2,5,1,9993.333333,17564.01505,7849.122942
调查户216,59,3,0,0,0,0,27.27808238,0,0,72.72191762,0,1,0,0,1,0,0,3500,1500,1499,280,2,3,0,7356.333333,17564.01505,7849.122942
调查户217,43,3,0,1,0,0,15.39616973,0,0,84.60383027,0,1,0,300,0,1,0,1000,100,1400,240,2,3,0,8876.666667,17564.01505,7849.122942
调查户218,76,1,0,1,0,0,20.94683212,0,0,79.05316788,0,1,0,150,2,0,0,1000,500,18903,360,2,3,0,39648,17564.01505,7849.122942
调查户219,50,3,0,0,0,66.96716033,32.27301996,0,0,0.759819704,1,0,0,0,1.8,0,0,4000,2100,587,280,2,5,0,7765,17564.01505,7849.122942
调查户220,57,2,0,0,1,58.50690381,9.185583899,0,0,32.30751229,1,0,0,0,1,0,1,3000,1800,362,120,2,1,0,8546,17564.01505,7849.122942
调查户221,48,4,0,1,0,92.12846932,10.74445373,0,0,-2.872923048,1,1,0,0,10,0,1,3000,1800,602,360,2,5,1,10773,17564.01505,7849.122942
调查户222,74,3,1,1,1,38.78474467,3.878474467,51.71299289,0,5.623787977,1,0,0,450,0,0,0,10500,8000,1120,600,2,1,1,15470,17564.01505,7849.122942
调查户223,64,3,1,1,0,0,8.920349908,0,0,91.07965009,0,1,0,0,4,0,0,800,200,982,360,2,3,1,11584,17564.01505,7849.122942
调查户224,58,2,0,0,0,49.98106778,36.50132526,0,0,13.51760697,1,1,0,0,6,0,1,0,0,900,275,2,3,0,13205,17564.01505,7849.122942
调查户225,60,3,0,0,0,28.64947014,9.451244558,0,0,61.8992853,1,1,0,0,6,0,1,150,0,700,403,2,5,0,16230.66667,17564.01505,7849.122942
调查户226,55,1,0,1,0,0,1.938861242,0,0.006462871,98.05467589,0,1,0,125,0,1,0,300,0,844,336,2,5,0,30946,17564.01505,7849.122942
调查户227,58,2,0,0,1,13.28021248,7.96812749,0,0,78.75166003,1,0,0,480,0,0,0,1800,800,240,390,3,1,0,7530,17564.01505,7849.122942
调查户228,81,4,0,1,0,70.30700727,5.624560581,0,0,24.06843215,1,0,0,300,0,1,0,2000,1900,670,290,2,5,0,10667.5,17564.01505,7849.122942
调查户229,68,2,0,1,0,13.51533991,14.41636257,0,0.01351534,72.05478218,1,1,0,420,0,0,0,360,160,2444,100,3,3,0,11098.5,17564.01505,7849.122942
调查户230,53,2,0,0,1,21.24645892,8.498583569,0,0,70.25495751,1,1,0,240,0,0,0,2700,1200,300,200,3,1,1,7060,17564.01505,7849.122942
调查户231,88,6,1,1,0,37.07548569,11.12264571,37.07548569,0,14.72638292,1,0,0,0,4,0,0,1020,420,19080,330,3,5,0,22476.66667,17564.01505,7849.122942
调查户232,41,1,0,0,1,92.16589862,9.216589862,0,0,-1.382488479,1,0,0,120,0,0,0,6300,1800,0,60,3,1,0,6510,17564.01505,7849.122942
调查户233,71,2,0,1,1,0,12.29597388,0,0,87.70402612,0,0,0,0,4,0,0,500,300,15400,130,2,1,0,13785,17564.01505,7849.122942
调查户234,48,5,0,0,0,77.16552549,3.260515161,0,0,19.57395935,1,1,0,900,0,0,0,300,0,15350,300,2,5,1,18402,17564.01505,7849.122942
调查户235,73,2,0,1,0,0,14.80836237,0,0,85.19163763,0,0,1,700,0,0,0,1200,700,1300,80,2,3,0,5740,17564.01505,7849.122942
调查户236,47,4,1,0,1,78.76186351,9.451423621,0,0,11.78671287,0,1,0,300,0,0,0,8000,0,4453,150,2,1,1,6348.25,17564.01505,7849.122942
调查户237,66,3,0,1,0,0,55.34145904,0,0,44.65854096,0,0,0,0,6,0,1,6000,1400,7256,270,2,3,0,7438.666667,17564.01505,7849.122942
调查户238,62,4,1,1,1,24.11963338,8.20067535,0,0,67.67969127,1,1,0,300,0,0,0,5000,0,240,360,2,1,0,10365,17564.01505,7849.122942
调查户239,41,5,1,0,0,66.87285798,6.133912898,0,0,26.99322912,0,1,0,0,3.2,0,0,1000,0,886,330,2,5,0,11963,17564.01505,7849.122942
调查户240,48,1,0,0,1,97.53378849,2.090009753,0,0,0.376201756,0,1,0,80,0,1,0,180,0,198,70,2,1,0,28708,17564.01505,7849.122942
调查户241,52,1,0,0,1,97.84735812,2.935420744,0,0,-0.782778865,0,1,0,75,0,1,0,120,0,180,80,2,1,0,20440,17564.01505,7849.122942
调查户242,38,3,1,0,1,45.84352078,13.75305623,61.12469438,0,-20.72127139,0,1,0,150,0,1,0,5000,2000,368,225,2,1,0,4362.666667,17564.01505,7849.122942
调查户243,40,4,1,1,0,42.64392324,5.685856432,0,0,51.67022033,0,1,0,300,0,1,0,400,100,640,300,2,5,0,10552.5,17564.01505,7849.122942
调查户244,69,6,1,1,0,0,15.62243052,0,0,84.37756948,0,1,1,400,0,1,0,100,50,3094,120,2,5,0,4054,17564.01505,7849.122942
调查户245,45,2,1,0,1,0,2.379630364,0,0,97.62036964,0,1,0,0,0,0,0,7400,2200,288,270,2,1,0,25214,17564.01505,7849.122942
调查户246,40,1,0,0,1,73.02046094,4.563778809,0,0,22.41576025,0,1,0,0,0,0,0,8000,2000,537,100,1,1,0,13147,17564.01505,7849.122942
调查户247,64,4,1,1,0,61.76951493,7.267001756,0,0,30.96348332,1,1,0,1000,0,0,0,1000,0,1206,600,2,5,1,8256.5,17564.01505,7849.122942
调查户248,44,4,0,1,0,53.99334802,3.562481102,0,0.032396009,42.41177487,1,1,0,0,1.2,0,1,1000,0,1660,220,2,5,0,9260.4,17564.01505,7849.122942
调查户249,41,4,1,1,1,0,4.73322368,0,0,95.26677632,0,1,0,200,2,0,0,700,200,469,270,2,1,0,21127.25,17564.01505,7849.122942
调查户250,43,3,0,1,1,44.8616765,1.495389217,0,0,53.64293429,1,1,0,150,0,1,0,5000,0,640,340,2,1,0,40123.33333,17564.01505,7849.122942
调查户251,70,1,0,1,0,56.41159572,4.230869679,0,2.872812745,36.48472186,1,0,0,0,0.5,1,0,0,0,6415,350,2,3,0,19145,17564.01505,7849.122942
调查户252,39,4,1,1,0,0,29.05634759,0,0,70.94365241,0,1,0,0,8,1,0,1020,420,480,360,3,5,0,7365,17564.01505,7849.122942
调查户253,50,4,1,1,1,36.0317079,6.341580591,0,0,57.62671151,1,1,0,0,2,0,0,5200,0,15240,360,3,1,0,10407.5,17564.01505,7849.122942
调查户254,59,4,1,0,0,0,8.742176459,0,0,91.25782354,0,1,0,0,8,0,0,3100,2100,15480,190,2,5,1,14859,17564.01505,7849.122942
调查户255,43,4,1,0,0,0,4.968509447,97.97060882,0,-2.939118265,0,0,0,0,2,0,0,300,0,300,270,2,5,0,17862.5,17564.01505,7849.122942
调查户256,51,4,1,0,0,25.04173623,4.006677796,0,0,70.95158598,1,1,0,75,0,1,0,7000,2000,240,312,2,5,0,14975,17564.01505,7849.122942
调查户257,40,3,1,0,0,0,19.48764867,0,3.659652333,76.85269899,0,1,0,0,10,0,1,0,0,1260,450,2,5,0,18216.66667,17564.01505,7849.122942
调查户258,71,6,0,1,1,21.80318576,8.411046117,74.75377974,0,-4.968011612,0,1,0,0,2.4,0,0,8000,7000,130,220,2,1,0,10701.8,17564.01505,7849.122942
调查户259,57,2,0,0,0,16.03489192,16.35558976,0,0,67.60951831,1,1,0,0,6,0,0,800,300,1292,110,3,3,0,15591,17564.01505,7849.122942
调查户260,41,4,1,0,0,7.54873653,16.79593878,0,0,75.65532469,1,1,0,0,10,0,0,1520,720,539,200,3,5,0,13247.25,17564.01505,7849.122942
调查户261,76,3,0,1,0,7.680049152,10.77126894,0,0,81.54868191,1,1,0,0,6,0,0,1900,900,503,275,3,3,0,17361,17564.01505,7849.122942
调查户262,54,2,1,1,0,3.483453595,3.184871859,39.81089823,0,53.52077631,1,1,0,0,6,0,0,3600,1600,1950,360,3,4,0,100475,17564.01505,7849.122942
调查户263,67,4,1,1,0,0,17.40496581,0,0,82.59503419,0,1,0,0,5,0,0,1000,0,2612,160,3,5,0,8115.5,17564.01505,7849.122942
调查户264,49,6,1,1,1,77.65547978,18.7386049,0,0.003376325,3.602538997,1,1,0,0,3,0,0,1300,0,1047,232,2,1,1,4936.333333,17564.01505,7849.122942
调查户265,74,4,1,1,1,0,11.89727934,0,0.00224477,88.10047589,0,1,0,0,4,0,0,25000,15000,8937,275,2,1,0,11137,17564.01505,7849.122942
调查户266,63,1,0,1,0,9.878982465,15.81625093,0,0.004939491,74.29982712,1,1,0,0,6,1,0,1000,0,1492,268,2,5,0,20245,17564.01505,7849.122942
调查户267,54,4,0,1,0,0,16.6506146,0,0,83.3493854,0,1,0,0,8,0,0,300,0,2799,350,2,5,0,15314.75,17564.01505,7849.122942
调查户268,43,4,1,1,1,0,8.356904088,0,0,91.64309591,0,1,0,0,1,0,0,1300,0,120,200,2,2,0,9722.5,17564.01505,7849.122942
调查户269,59,3,1,1,0,0,10.78059072,0,0,89.21940928,0,1,0,0,5,0,0,700,0,480,300,2,5,0,15800,17564.01505,7849.122942
调查户270,46,4,1,0,0,80.22462896,21.09907742,0,0,-1.323706378,0,1,0,0,3.5,0,0,4500,2000,330,270,2,5,1,6232.5,17564.01505,7849.122942
调查户271,47,4,1,0,0,0,14.35615143,54.03397386,0.405254804,31.2046199,0,0,0,0,3,1,0,120,20,9620,360,2,5,0,7402.75,17564.01505,7849.122942
调查户272,65,5,1,1,1,0,16.3291966,0,0.933096949,82.73770645,0,1,0,0,5,1,0,550,150,4371,570,2,1,1,6430.2,17564.01505,7849.122942
调查户273,78,2,0,1,0,0,28.28147153,0,0,71.71852847,0,1,0,0,7.4,0,0,1500,500,3422,360,2,5,0,13401,17564.01505,7849.122942
调查户274,57,2,0,0,0,0,11.76983435,0,0,88.23016565,0,1,0,0,2,1,0,200,0,700,120,2,5,0,11470,17564.01505,7849.122942
调查户275,64,2,0,1,0,81.53281696,7.867916837,0,0,10.5992662,1,1,0,0,3,0,0,2000,600,850,120,2,5,0,12265,17564.01505,7849.122942
调查户276,38,1,1,0,1,0,30.70926593,0,0,69.29073407,0,1,1,0,3,0,0,2000,1100,2163,120,2,1,0,16933,17564.01505,7849.122942
调查户277,37,3,1,0,0,0,10.66834013,0,0,89.33165987,0,1,0,0,2,0,0,500,0,720,260,2,5,0,10623.33333,17564.01505,7849.122942
调查户278,38,2,1,1,1,0,3.498090232,0,0,96.50190977,0,1,0,0,1,0,0,2000,300,976,300,2,1,0,26443,17564.01505,7849.122942
调查户279,60,3,0,0,0,10.43378459,10.12077106,0,0,79.44544435,1,1,0,0,4,0,0,300,0,1767,400,2,5,0,12779,17564.01505,7849.122942
调查户280,71,5,1,1,1,0,4.844802996,0,0,95.155197,0,1,0,0,4,0,0,3000,0,911,375,2,1,0,18370.2,17564.01505,7849.122942
调查户281,72,2,0,1,0,0,48.58220964,0,0,51.41779036,0,0,0,0,17,0,1,10000,7000,752,270,2,3,0,18021,17564.01505,7849.122942
调查户282,51,4,1,0,0,0,19.32523867,0,0,80.67476133,0,1,0,0,4.2,0,0,600,0,458,260,2,5,0,5394.5,17564.01505,7849.122942
调查户283,74,2,0,1,0,0,32.77681041,0,0,67.22318959,0,0,0,250,0,0,0,300,270,363,100,2,3,0,4881.5,17564.01505,7849.122942
调查户284,28,3,0,0,0,0.829187396,15.58872305,0,0,83.58208955,1,1,0,0,2,0,0,2000,1600,610,150,2,5,0,12060,17564.01505,7849.122942
调查户285,45,1,0,0,0,5.378973105,14.08312958,0,1.466992665,79.07090465,1,1,0,0,4,0,0,2000,1500,6730,350,2,5,0,20450,17564.01505,7849.122942
调查户286,80,2,0,1,0,0,13.64323353,0,0,86.35676647,0,1,0,0,2,0,0,3000,1600,941,240,2,3,0,12240.5,17564.01505,7849.122942
调查户287,47,1,0,0,1,0,6.939380396,0,0,93.0606196,0,1,0,0,5,0,0,200,0,621,320,2,2,0,42511,17564.01505,7849.122942
调查户288,53,4,0,1,1,0,4.358485426,0,0.015566019,95.62594855,0,1,1,0,3,0,0,13000,6000,18595,390,2,1,1,19272.75,17271.69713,7599.066204
调查户289,41,1,0,0,0,32.82994091,5.022980959,65.65988181,0,-3.512803677,1,0,0,0,4,0,0,2000,1000,300,180,2,5,1,30460,17271.69713,7599.066204
调查户290,39,7,1,1,0,37.85727806,10.50539466,37.85727806,-0.567859171,14.34790839,0,1,1,0,3,0,1,5000,2500,6120,120,2,3,1,7547.142857,17271.69713,7599.066204
调查户291,41,4,1,1,1,93.32967335,10.97996157,0,-2.141092506,-2.16854241,1,1,0,0,3,0,1,7000,7000,3325,240,2,1,1,4553.75,17271.69713,7599.066204
调查户292,55,3,0,0,1,67.35518635,6.286484059,2.245172878,0,24.11315671,0,1,1,300,0,0,0,10000,10000,17100,180,2,1,0,14846.66667,17271.69713,7599.066204
调查户293,57,1,0,0,1,58.6797066,41.56479218,0,-4.23797881,3.993480033,1,0,0,0,2.5,0,1,1000,1000,465,180,2,1,0,6135,17271.69713,7599.066204
调查户294,48,4,1,0,1,0,8.143322476,0,0,91.85667752,0,0,1,500,0,0,0,200,100,6552,160,2,1,0,7368,17271.69713,7599.066204
调查户295,47,3,1,0,1,0,5.760368664,0,0.896057348,93.34357399,0,0,1,600,0,1,0,6000,6000,32224,220,2,1,1,10416,17271.69713,7599.066204
调查户296,43,1,0,0,0,0,94.20874335,0,0,5.791256654,0,0,0,0,1,0,0,200,100,3938,180,2,5,0,12398,17271.69713,7599.066204
调查户297,59,1,0,0,0,58.2807188,24.08936377,0,-1.262748907,18.89266634,1,0,0,0,4,0,1,450,0,1045,120,2,5,1,10295,17271.69713,7599.066204
调查户298,56,2,0,0,1,0,2.764077828,0,0.027098802,97.20882337,0,1,1,0,2,0,0,90000,30000,20960,240,2,1,0,36902,17271.69713,7599.066204
调查户299,70,1,0,1,0,47.15868899,5.82409809,0,0,47.01721292,1,0,0,0,1.4,0,0,1500,750,100,140,2,5,0,21205,17271.69713,7599.066204
调查户300,55,2,0,0,0,0,17.10037175,0,-1.115241636,84.01486989,0,0,0,0,3,0,1,5000,1800,740,100,2,5,1,8070,17271.69713,7599.066204
调查户301,44,4,0,1,1,0,9.641730859,0,0.059453032,90.29881611,0,1,1,0,3,0,0,7000,0,19009,240,2,1,1,9671.5,17271.69713,7599.066204
调查户302,66,1,0,1,1,0,2.262784734,0,0.011313924,97.72590134,0,0,1,450,0,0,0,20000,12000,20879,120,2,1,1,26516,17271.69713,7599.066204
调查户303,51,4,0,1,1,0,15.45166403,17.82884311,0,66.71949287,0,0,1,0,3,0,0,10000,5000,11420,220,2,1,1,6310,17271.69713,7599.066204
调查户304,68,1,0,1,1,0,41.40202537,0,0.01966375,58.57831088,0,0,0,0,2.2,0,0,100,70,1518,100,2,1,1,10171,17271.69713,7599.066204
调查户305,54,1,0,0,1,0,127.2767171,0,0,-27.27671714,0,0,0,0,5,0,1,4000,2400,234,200,2,1,0,9114,17271.69713,7599.066204
调查户306,57,2,0,0,1,0,10.44616124,0,0.033268029,89.52057073,0,1,1,340,0.9,1,0,8500,1000,11038,165,3,1,1,13526.5,17271.69713,7599.066204
调查户307,63,1,0,1,1,0,0.814133355,0,0.009498222,99.17636842,0,1,1,450,0,0,0,3000,1500,6391,40,2,1,0,73698,17271.69713,7599.066204
调查户308,47,2,0,0,0,113.13497,23.98461364,0,0.56567485,-37.68525851,0,1,0,300,0,0,0,1000,0,70,135,2,5,0,44195,17271.69713,7599.066204
调查户309,62,2,0,1,0,27.72387025,15.85805378,0,0.02772387,56.39035209,1,0,1,0,1.2,0,0,6000,500,990,220,2,3,0,9017.5,17271.69713,7599.066204
调查户310,42,4,0,0,0,180.9054317,10.8543259,0,0,-91.75975759,0,1,0,250,0,1,0,3000,1800,151,120,2,5,0,5527.75,17271.69713,7599.066204
调查户311,45,5,1,1,1,0,1.561563921,98.21156736,0.198878424,0.027990297,0,0,0,0,2,1,0,0,0,477,300,2,1,0,40728.4,17271.69713,7599.066204
调查户312,72,2,0,1,0,11.18693366,24.83499273,0,0,63.97807361,1,0,0,0,1.5,0,0,3000,2500,2518,100,1,3,0,8939,17271.69713,7599.066204
调查户313,56,1,0,0,0,41.12764526,9.683691019,0,0,49.18866373,1,1,0,0,1.3,0,0,2000,200,298,220,2,5,0,13373,17271.69713,7599.066204
调查户314,58,1,0,0,1,0,5.204267499,0,0,94.7957325,0,1,0,75,0,1,0,5000,200,149,200,2,1,0,11529,17271.69713,7599.066204
调查户315,69,2,0,1,1,0,14.93735946,16.06167684,0,69.0009637,0,0,0,0,2,0,0,4000,2000,320,90,2,1,0,7782.5,17271.69713,7599.066204
调查户316,65,2,0,1,0,8.20400629,57.7015109,0,0,34.09448281,1,0,0,0,2.5,0,0,350,200,567,140,2,3,0,7313.5,17271.69713,7599.066204
调查户317,64,2,0,1,0,8.097165992,10.25641026,0,0,81.64642375,1,0,1,0,5,0,1,4000,1000,1930,100,2,5,0,18525,17271.69713,7599.066204
调查户318,63,2,0,1,0,0,2.094313938,0,0.013962093,97.89172397,0,1,0,50,0,1,0,0,0,1530,120,3,5,0,28649,17271.69713,7599.066204
调查户319,63,2,0,1,1,0,20.1271473,0,0.142026241,79.73082646,0,0,0,0,1.2,0,0,500,250,1094,360,2,1,0,7393,17271.69713,7599.066204
调查户320,56,3,0,0,1,0,1.836191331,56.10584623,0.004080425,42.05388201,0,1,1,200,0,1,0,1000,500,1265,760,2,1,0,32676.33333,17271.69713,7599.066204
调查户321,88,2,0,1,0,22.67882252,2.721458702,0,0.113394113,74.48632467,0,1,0,240,0,0,0,2000,0,3394,100,2,5,0,22047,17271.69713,7599.066204
调查户322,62,2,0,1,0,0,22.52614642,0,0,77.47385358,0,0,1,180,0,0,1,7000,2000,2385,105,2,5,0,9322.5,17271.69713,7599.066204
调查户323,52,2,0,1,0,102.1265007,2.723373352,0,0.11347389,-4.963347934,1,0,0,480,0,1,0,5000,0,1233,150,2,5,0,22031.5,17271.69713,7599.066204
调查户324,54,1,0,0,0,0,1.641586867,0,0.683994528,97.6744186,0,1,0,200,0,0,0,10000,0,80,160,2,5,0,36550,17271.69713,7599.066204
调查户325,40,4,1,0,0,104.0813778,3.330604088,0,0.208162756,-7.620144604,0,1,0,120,0,0,0,3000,0,69,165,2,5,0,18014.75,17271.69713,7599.066204
调查户326,77,1,0,1,0,0,1.966568338,0,0,98.03343166,0,1,0,90,0,1,0,20000,5000,190,230,2,3,0,30510,17271.69713,7599.066204
调查户327,47,4,1,0,1,21.95871761,10.54018445,87.83487044,0,-20.33377251,1,0,0,300,0,1,0,5000,0,2050,220,2,1,0,5692.5,17271.69713,7599.066204
调查户328,47,1,0,0,0,0,1.805325711,0,0.006017752,98.18865654,0,1,0,180,0,0,0,6000,0,703,200,2,5,0,33235,17271.69713,7599.066204
调查户329,42,4,1,0,0,77.56948933,7.875888817,0,0.010342599,14.54427925,1,0,0,0,1.2,0,0,500,250,985,275,2,5,0,9668.75,17271.69713,7599.066204
调查户330,,3,0,1,0,88.15750808,21.7749045,0,0.29385836,-10.22627094,1,0,0,0,3,0,0,1000,500,210,280,2,5,0,5671.666667,17271.69713,7599.066204
调查户331,50,2,0,0,0,0,20.20133315,0,0,79.79866685,0,1,0,0,2,0,0,400,200,2300,250,2,5,0,18377.5,17271.69713,7599.066204
调查户332,51,4,0,0,1,73.93481062,7.815965694,0,-0.686537527,18.93576121,1,1,0,0,2.5,0,1,35000,17500,664,275,2,1,0,11834.75,17271.69713,7599.066204
调查户333,39,4,1,0,0,127.3560876,10.18848701,0,0,-37.54457463,1,0,0,600,0,0,0,5000,600,336,275,2,5,0,5889,17271.69713,7599.066204
调查户334,68,3,0,1,0,82.3723229,4.942339374,0,0,12.68533773,1,1,0,480,0,0,0,300,150,180,275,2,5,0,12140,17271.69713,7599.066204
调查户335,54,3,0,1,1,34.70715835,19.43600868,34.70715835,0,11.14967462,1,1,0,0,4,0,0,4000,1000,7990,160,2,1,1,7683.333333,17271.69713,7599.066204
